Column 1
'Aabad bin S'aid
'Aabad bin Abi Ziyad
'Ubaid'h al-Nhwy An Abi Hyan
'Umar bin 'Ubaidullah bin 'Asim
'Umar bin Muhammad
'Umar bin Syf
'Umar bin Hafs
'Umar bin Aban
'Umar bin 'Abdullah bin al-Ashj
'Umar bin Ayoub Adad'h
'Umar bin Hafs al-Nmyry Bsra
'Umar bin al-Mtlb al-S'hmy
'Umar bin Ziyad Abu Hafs
'Umar bin Abi Isma'il Wasm
'Umar bin S'aid Shykh
'Umar bin Slym bin Thabit
'Umar bin Yazid bin Aba
'Umar bin Syf Adad'h
'Umar bin 'Abdur Rahman al-Madni
'Umar bin Abi Frwh Wasm
'Umar bin 'Imran al-Sdwsy Abu
'Umar bin Salah bin Aba
'Umar bin S'aid al-Mdljy Hmsy
'Umar bin Hilal al-Bahla
'Umar bin Ubaid Bya' al-Khmr
'Umar bin Hafs bin Byhs
'Uthman bin Ysar
'Uthman bin Abi al-Walid
'Uthman bin Amar
'Uthman bin 'Abdur Rahman
'Uthman bin Sulaiman al-Lythy Abu
'Ali bin al-Hasan bin Hasan bin 'Ali
Ala al-Binany
Ala bin al-Arqt
Ala bin Khalid al-Du'ly
Ala bin Bilal
Ala bin Khlyfh al-Ta'iy Kwfa
Ala bin Ala Shykh
Ala bin Abi al-Mughira al-Zubairy
Ala bin Mhrz al-Dby Kwfa
Ala bin Hrmlh al-Qada
Ala bin al-Ma'ark al-Wady
Ala bin Sulaiman al-Klby Abu
'Amr bin Hyh
'Amr bin Habib
'Amr bin 'Umar bin Abd
'Amr bin S'aid
'Amr bin S'aid
'Amr bin al-Bra'a al-J'fy
'Amr bin Ayoub bin Aba
'Amr bin S'ad
'Amr bin 'Ubaidullah
'Amr bin al-Walid
'Amr bin Nadr Abu al-Nadr
'Isa bin 'Abdullah al-Ansari
'Isa bin Azhar
Abu Tybh Asmh 'Isa bin Sulaiman
'Isa bin 'Abdullah Shykh
'Isa bin Yazid
'Isa bin al-Dhak Akhw al-Jrah
'Isa bin Yazid Shykh
'Imran bin Abi Yahya
'Imran bin Yahya al-Ma'afry
'Imran bin Musa bin Talha
'Uqba bin S'hyb bin Aba
'Uqba bin Musa
'Amir bin 'Abdullah
'Amir bin 'Abdullah al-Qyly
'Amir bin Rzyq Mwla bina
Ata'a al-Ansari
Ata'a bin Khbab
Ata'a bin 'Urwa
Ata'a bin 'Abdullah al-Azrq
Ata'a Shykh
'Asim bin 'Umar al-Fhry
'Asim al-Nzy
Amarh bin Mhajr
Amarh bin Mdrs al-Bjly Kwfa
Amarh bin Azab al-Yhsby
Amarh bin Jaryh
al-'Ala' bin R'iab
al-'Ala' bin Harun
al-'Ala' bin Amar bin Husayn
al-'Ala' bin Khalid Mwla Aal
'Utba bin Jbyrh bin Mhmwd
'Utba al-Ghlam
'Utba bin Abi 'Utba
'Utba bin Mharb al-Hjymy
'Umayr bin Arfjh Abu Arfjh
'Umayr al-Yhsby
'Umayr bin Yusuf
'Umayr bin al-Ryan
'Abbas bin Hlbs
'Abbas bin Abi Khdash
'Abbas bin 'Abdur Rahman
Atyh bin 'Abdur Rahman al-Thqfa
Atyh Mwla LBina 'Amir
Awn bin Yazid
Awn bin Khbab al-Hrshy
Amar bin 'Abdur Rahman al-Barqy
Amar bin 'Alib al-Mharby
Ayash bin 'Abdullah al-Jryry
Ayash bin Snan al-Tky al-Syrfy
Ayash al-Klyby
Ayash bin 'Utba
Ayash bin Sulaiman
Akrmh Shykh
Aqyl bin B'aql al-Hjry
Awf bin Hrys al-Ja'fary
Awf bin Hsyrh al-Shamy
Azrh bin Dinar al-A'wr
Azrh Shykh
Ayynh al-Kwfa Mwla bina Hilal
Ayynh al-Lkhmy
Atard bin 'Abdullah
'Arayb al-Mashraqi
'Aryan
Asym bin Salm
Aqal bin Shbh
Antwanh Abu al-Hasan al-Qaysy
Abd'h bint Khalid bin Safwan
Aa'ishh bint al-Zubair bin Hisham
Ghalb bin Salah al-Tyma
Ghylan al-Hmyry
Ghsan Shykh
Ghyath al-Hmany
Ghyath bin al-Hakam
Fdyl Shykh
Fdyl bin Jryr
Fdalh bin Abi Hamza
Fth al-Mwsly Abu Muhammad
Fafah Shykh
Qays bin Yazid bin Salmah
Qays bin Hazm
Qays bin Mrthd
al-Qasim bin Hameed bin Abd
al-Qasim bin al-Hakam
al-Qasim bin 'Abdur Rahman
al-Qasim bin Safwan Mwla bina
Qdamh bin Akht S'hm bin Mnjab
Qdamh bin Za'id'h al-Thqfa Wald
Qhdhm bin Sulaiman
Qsaqs Abu 'Asim
Qtra Mwla Tarq
al-Q'qa' bin S'aid al-Kndy
Kathir bin Ma'n bin Abd
Kathir bin Salm
K'ab bin Frwkh Abu Abd
Klyb Shykh
K'hyl Shykh
Kaml bin Khlyfh al-Nbry
Kaml bin Rja'a bin Hywh
Krym bin Abi Mtr
Lwt bin Ishaq bin al-Mughira
Lqman al-Hnfy
Lqyt al-Kwfa
Muhammad bin 'Abdur Rahman bin Muhammad
Muhammad bin Hy bin Y'la
Muhammad bin 'Imran bin Ibrahim
Muhammad bin S'hyb
Muhammad bin Afan al-Quraishi Kwfa
Muhammad bin al-Walid bin al-Walid
Muhammad bin Hrb al-Th'lby Kwfa
Muhammad bin 'Abdullah Shykh
Muhammad bin S'hyb
Muhammad bin Safwan Shykh
Muhammad bin Dhkwan
Muhammad bin 'Amr Shykh
Muhammad bin 'Imran
Muhammad bin al-Qasim bin Aba
Muhammad bin al-Qasim
Muhammad bin Salah bin Ibrahim
Muhammad bin Abi Krymh
Muhammad bin Salah
Muhammad bin Aban al-Ansari
Abu al-Tfyl Asmh Muhammad bin Talha
Muhammad bin Abi al-Smak al-Tar
Muhammad bin Ja'far al-Zubairy
Muhammad bin Salm
Muhammad bin Abi al-J'd
Muhammad bin Musa bin al-Harith
Muhammad bin Tryf
Muhammad bin Tryf
Muhammad bin Bashr al-Tyma
Muhammad bin 'Urwa bin Ruwaym
Muhammad bin Sufyan Abu Sufyan
Muhammad bin Abi Muhammad
Muhammad bin Husayn
Muhammad bin al-Hjaj bin Aba
Muhammad bin 'Imran
Muhammad bin al-Zubair Mwla al-Ma'ytyy
Muhammad bin al-Hr
Muhammad bin 'Abdullah al-Knany
Muhammad bin Thabit bin Shrhbyl
Muhammad bin Abi Suh'aib
Muhammad bin Alwan Shykh
Muhammad bin 'Ubaid'h al-Rbdhy
Muhammad bin 'Abdur Rahman
Muhammad bin Abi al-Drda'a
Muhammad bin Han'i Shykh
Muhammad bin Khlf Shykh
Muhammad bin Salm al-Bahla
Muhammad bin al-Dylmy
Muhammad bin 'Abdullah al-Sa'dy
Muhammad bin Yazid al-Rqa
Muhammad bin al-Walid bin Rwyf'
Muhammad bin Zuhyr
Muhammad bin Ayash bin 'Amr
Muhammad bin Ziyad bin Alaqh
Abu 'Amr al-Dhy
Muhammad bin Rashid
Muhammad bin 'Abdullah al-Mrady
Muhammad bin Musa Mwla bina
Muhammad bin 'Abdur Rahman al-Awqs
Muhammad bin Hdyr bin Aba
Muhammad bin Abi Musa bin Aba
Muhammad bin Abi Musa
Muhammad bin Mrwan al-Qyly
Muhammad bin 'Abdul 'Aziz bin Amarh
Muhammad bin Hilal
Muhammad bin al-N'uman Shykh
Muhammad bin al-Walid bin Rwyf'
Muhammad bin 'Abdur Rahman bin Rdad
Muhammad bin Ala al-J'fy Akhw
Muhammad bin Ubaid al-Thqfa Mwla
Muhammad al-Sa'ib al-Bakry
Muhammad bin Mhran
Muhammad bin Maymun al-'Asady Kwfa
Muhammad bin Yazid Shykh
Muhammad bin Wahub
Muhammad bin Amarh Wqd Qyl
Muhammad bin al-N'uman
Muhammad bin Yazid al-Mka
Muhammad bin 'Umar Shykh
Muhammad bin Bakr al-Brsany Abu
Muslim bin Ntas
Muslim bin Shdad
Muslim bin Thman Abu Salmah
Muslim bin al-Walid
Muslim bin Skrh
Musa bin Blydan
Musa bin Abi Bakr bin Abd
Musa bin Abi Bakr
Musa bin 'Abdur Rahman bin Safwan
Musa bin Abi Sahl al-Nbal
Musa bin S'ad Yrwy An
Musa bin 'Abdullah bin al-Shryd
Musa bin Rbah al-Lhma
Musa bin Abi Atyq
Musa bin 'Abdur Rahman
Musa bin S'ad al-Ansari
Musa bin Abi al-Mukhtar
Musa bin Abi Mrwan al-Mrwzy
Mughira bin Abi Labid
Malik bin Khultum al-Mrady
Malik bin Hyr al-Zbada
Malik bin Nbhan al-'Asady al-Tar
Mughira bin 'Abdur Rahman bin al-Mughira
Mughira bin Abi Hafs'h
Mughira bin S'aid al-Ta'ify
Mughira Abu Salah
Mughira bin Thabit al-Mjash'y
Mughira bin Ubaid
Mughira bin 'Utba bin al-Nhas
Mughira bin al-Walid al-Quraishi
Mughira al-Qaysy Bsra
Mughira bin Muslim al-Azrq
Mughira Shykh Kwfa
Mua'wiya Abu Hbysh
Mua'wiya bin Abi Yahya
Mua'wiya bin Ayad bin Ghtyf
Mua'wiya bin 'Abdullah bin Aba
Mua'wiya bin Mysrh bin Shryh
Maymun bin Fyrwz Knyt'h Abu
Maymun bin Abi Jblh
Maymun Abu al-Mhda
Mnswr al-Qsab
Mnswr bin 'Abdullah
Mnswr bin 'Abdullah
Mus'ab bin Musa bin Sa'd
Mus'ab bin 'Asim bin Hrmz
Mus'ab bin Ishaq bin Talha
Mus'ab bin Ayoub Yrwy Amn
Mus'ab Abu al-Hasan
Mus'ab bin 'Abdullah bin al-Zbrqan
Mus'ab Shykh
Mndhr bin Naf'
Mndhr Shykh
Mrwan al-Qt'y
Ma'mr bin Br'mh
Ma'mr bin Qays Abu Sa'id
Ma'mr al-Hilaly
Mhajr al-Nbal
Mrzwq Abu al-Hasan Mwla bina
Mrzwq Shykh
Mukhtar bin Mnyh
Ma'ql bin Mua'wiya bin Khtab
Ma'la bin 'Isa al-Wzan
Mtrf bin Yazid
Ma'bd bin Khalid
Ma'bd bin Aban bin 'Uthman
Mtr bin Hmran
Mhmwd bin 'Abdur Rahman bin Sa'd
Mhmwd bin 'Abdullah
Mfdl bin Isma'il al-Tmymy
Mfdl bin al-Mhlb bin Aba
al-Msyb bin Salman
Mjm' bin Sm'an al-Nsaj al-Tyma
Ma'rwf bin Shym Akhw Th'albah
Ma'rwf al-Mwsly
Mbark Abu al-Khtab
al-Majshwn bin Abi Salmah al-Madni
Mthna bin S'aid Abu Ghfar
Mthna bin Bilal al-Bdy
Mthna bin 'Umar al-Zubairy
Mthna bin 'Abdur Rahman Abu
Mhrz bin Hryth Abu Isra'iyl
Mrh bin al-Hakam
Mrh bin Abi Dhbab
Mrh bin Atyh
al-Mtlb bin al-Sa'ib
Mbshr al-Sa'ida al-Amwy Mwla al-
Mthr bin 'Abdullah al-Sa'dy
Mt'm bin al-Mqdam
Mnyb Shykh
Mkhrmh bin 'Abdur Rahman
Ma'mr al-Jrmy bin Umm Aba
Myka'ayl bin Abi al-D'hma'a
al-Mukhtar bin Mnyh al-Thqfa
Mqrn bin Krzmh al-Hnfy Abu
Mtwkl bin al-Lyth al-Mharby
Mndhr al-Thwry Abu Y'la
Mjshr bin Naf' al-Jzry
Mshkan Abu 'Amr al-Ziyady
Mthr bin Hy al-Ky Qwlh
Ms'wr al-Dryr Abu Jhr al-Abd
Mrthd bin Hwshb al-Wasty Akhw
Myah Shykh
Mshrs al-Jrshy Abu Yazid Qwlh
Mghra'a Shykh
Mtjwz bin Ghylan al-Dby
Mlyh bin 'Abdullah al-Ansari
Mkhlfh Shykh
Ma'd bin Malik al-Qaysy
Mukarram bin Hakim al-'Atar
al-N'uman bin Ala Abu Ala
al-N'uman bin Salm
al-N'uman bin Shwl
al-N'uman al-Kndy
al-Bukhari
Abu Da'ud
Imam Muslim
Ibn Maja
Imam Tirmidhi
Imam Nasa'i
Ahmad bin Hanbal
Ibn Sa'd
al-Baladhuri
‘Abdullah Ibn Abi Shaybah
Ibn Yahya Ibn Mubarak
As-Sufi Dhun-Nun al-Misri
Ibn Abi Dunya
`Ali b. Muhammad al-Mada'ini
Yahya bin Ma'in
Ishaq bin Rahwaya
Zuhayr bin Harb
Muhammad bin Yahya bin Faris al-Dhahli
'Ubaidullah bin 'Umar al-Qawariri
'Abdullah bin 'Abdur Rahman al-Daarimi
'Ali bin al-Madini
Muhammad bin 'Abdullah bin 'Ammar
Ahmed bin Abi Bakr
Ibrahim bin Hamza bin Muhammad
Ishaq bin Muhammad bin Isma'il
Isma'il bin 'Abdullah bin 'Abdullah
'Abdur Rahman bin al-Mughira
'Abdul 'Aziz bin 'Abdullah al-Uvaisi
'Affan bin Muslim
Muhammad bin 'Ubaidullah bin Muhammad
Muhammad bin 'Ubaid bin Maymun al-Taban
Muhammad bin Gharir
Muhammad bin Yahya bin 'Ali
Matraf bin 'Abdullah
Ma'n bin 'Isa bin Yahya
Harun bin Yahya al-Quraishi
Hassan bin Hassan
al-Hasan bin 'Ali al-Halwani
Sa'id bin Mnswr bin Sh'bh
Muhammad bin 'Aabad bin al-Zabrqan
Muhammad bin Maqatil al-Kisa'i
Yahya bin Qz'h
Ahmed bin Shbyb bin Sa'id
Ahmed bin al-Miqdam
Azhar bin Jamil bin Jinah
Ishaq bin Ibrahim bin Muhammad
Umayya bin Bustam
Bashr bin Adam al-Dareer
Bashr bin Khalid al-'Askary
Bashr bin Abays bin Mahrum
Hamd bin 'Umar bin Hafs
Harmy bin Hafs bin 'Umar
al-Hasan bin 'Umar bin Shqyq
al-Hasan bin Mdrk bin Bashyr
Khalifa bin Khayyat bin Khalifa
al-Rabi' bin Yahya bin Mqsm
Rwh bin Abd al-Mu'mn
Ziyad bin Yahya al-Hasani
Zayd bin Akhzm
Sulaiman bin Da'ud al-'Atki al-Zahrani
Sahl bin Bkar bin Bashr
Sydan bin Mdarb al-Bahly Abu
al-Salt bin Muhammad bin 'Abdur Rahman
'Abbas bin al-Husain al-Qntry
'Abdullah bin al-Sabah bin 'Abdullah
'Abdullah bin 'Abdul Wahab al-Hajabi
'Abdullah bin Muhammad bin Asma'
'Abdullah bin Muhammad bin Abi al-Aswad
'Abdul A'ala bin Hamad bin Nasr al-Bahli
'Abdur Rahman bin al-Mubarak al-'Aishi
Abd al-Qdws bin Muhammad
'Abdah bin 'Abdullah al-Saffar
'Ubaidullah bin Mua'dh
'Uthman bin al-Haythm bin Jahm
'Amr bin al-'Abbas al-Bahly
'Amr bin 'Ali bin Bahr al-Bahli
'Amr bin 'Awn/'Auf bin Aws (al-Bazar)
'Amr bin 'Isa al-Db'y
'Imran bin Mysrh
Ayash bin al-Walid al-Rqam
Qays bin Hafs
Muhammad bin Ishaq bin Mansur kirmani
Muhammad bin Bashar Bindar
Muhammad bin Abi Bakr bin 'Ali
Muhammad bin Jhdm bin Abd
Muhammad bin Hatm bin Bzy'
Muhammad bin Ziyad - Yu'Yu'
Muhammad bin Sa'id bin al-Walid
Muhammad bin Snan al-Bahly
Muhammad bin al-Salt al-Basri
Muhammad bin 'Abdullah bin Muhammad
Muhammad bin Kathir al-'Abdi
Muhammad bin al-Muthna - al-Zaman
Muhammad bin Mhbwb al-Binany
Muhammad bin Ma'mar bin Rabi'
Muhammad bin al-Minhal al-Darir
Muhammad bin al-Walid Hamadan
Masdad bin Masrhad
Mua'dh bin Asad
Mua'dh bin Fdalh al-Zhrany
Mua'dh bin Han'i al-Qaysy
al-Mndhr bin al-Walid
Mu'ml bin Hisham al-Yshkry
al-Walid bin 'Abdur Rahman
Yahya bin Muhammad bin al-Skn
Yusuf bin Muhammad al-Sfry
Ahmed bin 'Abdullah
Ahmed bin 'Uthman bin Hakeem
Isma'il bin al-Khlyl al-Khzaz
Asyd bin Zayd bin Njyh
al-Hasan bin Bashr bin Slm
al-Hasan bin al-Rabi' al-Bajli
al-Husain bin Yazid bin Yahya
Khalid bin Yazid al-Muqree
Zakaria bin Yahya bin Zakaria
Zakaria bin Yahya bin 'Umar
Sa'id bin Shrhbyl al-Kndy
Sa'id bin Muhammad al-Jarmi
Shahab bin 'Aabad al-'Abdi
Talq bin Ghanam
'Asim bin Yusuf al-Yrbw'y
'Aabad bin Y'aqub al-Rwajny
'Abdullah bin Sa'id al-Ashaj
Abu Bakr bin Abi Shayba
Abd al-Rhym bin Abd
'Uthman bin Muhammad (Abi Shayba)
'Umar bin Hafs bin Ghyath
'Umar bin Muhammad bin al-Hasan
'Amr bin al-Rabi' bin Tarq
Frwh bin Abi al-Mghra'a
Muhammad bin Ja'far bin Abi al-Muwatiyya
Muhammad bin Sabiq al-Tamimi
Muhammad bin Sa'id bin Sulaiman
Muhammad bin al-Salt bin al-Hajjaj
Muhammad bin 'Abdullah bin Numayr
Muhammad bin 'Ubaid al-Tanafasi
Muhammad bin 'Uthman bin Kramh
Muhammad bin 'Uqba al-Shaybani
"Abu Karayb, Muhammad bin al-'Ala'"
Muhammad bin Yazid al-Hizami
Musa bin Harun bin Bashyr
Harun bin al-Ash'ath al-Hmdany
Yahya bin Sulaiman bin Yahya
Yahya bin Musa Khat
Yusuf bin Bahlul
Yusuf bin 'Ady
Yusuf bin Musa bin Rashid al-Qatan
Yusuf bin Y'aqub al-Sfar
Ahmed bin Salah al-Masri
Ahmed bin 'Isa bin Hassan - al-Tastari
Asbgh bin al-Frj bin Sa'id
Hassan bin 'Abdullah al-Wasti
al-Hasan bin 'Abdul 'Aziz al-Jarwa
Khlf bin Khalid al-Quraishi
Sa'id bin Abi Maryam
Sa'id bin Kathir bin 'Afayr
'Abdur Rahman bin al-Qasim
"'Abdul Ghaffar bin Da'ud, Abu Salah Hira"
'Uthman bin Salah al-Sahmi
'Amr bin Khalid al-Hirani
N'ym bin Hmad bin Mua'wiya
Yahya bin 'Abdullah bin Bukayr
Ahmed bin Abi al-Tyb
Ahmed bin 'Umar al-Hmyry
Ahmed bin Manay'
Ibrahim bin al-Harith bin Isma'il
al-Hasan bin al-Sbah al-Bzar
al-Hasan bin Muhammad al-Za'farani
al-Hasan bin Mansur bin Ibrahim
al-Husain bin Ibrahim bin al-Hur
Da'ud bin Rshyd
Ziyad bin Ayoub - Dulwiyya
Surayj bin al-Nu'man al-Juhari
Sryj bin Yonus bin Ibrahim
Sa'id bin Sulaiman al-Dabi
Sa'id bin al-Nadr al-Baghdadi
Sa'id bin Yahya bin Sa'id bin Aban
'Aabad bin Musa al-Khtly
'Abdur Rahman bin Yonus
'Abdul Mat'al bin Talib
'Ubaidullah bin Sa'd bin Ibrahim b. Sa'd
'Ali bin Ibrahim
'Ali bin 'Abdullah
'Ali bin Muslim bin Sa'id
'Ali bin al-Hythm al-Bghdady
'Amr bin Muhammad bin Bukayr (al-Naqid)
al-Fadl bin Sahl bin Ibrahim
al-Fadl bin Y'aqub bin Ibrahim
Muhammad bin Bkyr
Muhammad bin al-Husain bin Ibrahim
Muhammad bin Khlf al-Hdady
Muhammad bin al-Sabah
Muhammad bin 'Abdullah
Muhammad bin 'Abdullah bin al-Muburak
Muhammad bin 'Abdul Rahim bin Abi Zuhayr
Muhammad bin 'Ubaidullah
Muhammad bin Abi Ghalb
Muhammad bin Mskyn bin Nmylh
Muhammad bin Hisham bin 'Isa
Mahmud bin Ghaylan
Ma'la bin Mansur al-Razi
Mansur bin Salma bin 'Abdul 'Aziz
Harun bin al-Ma'ruf
al-Hythm bin Kharjh
Yahya bin Yusuf
Ishaq bin Ibrahim bin Yazid
'Abdul A'ala bin Mushir al-Ghasani
